# Process Names: python3 .*mri.*,,,,,
# CPU Cores: 12,,,,,
# Total System RAM (MB): 64026,,,,,
# GPU Model: NVIDIA GeForce RTX 2080 SUPER,,,,,
# Total GPU Memory (MiB): 8192,,,,,
Time,Process_Name,PID,CPU_Usage(%),Memory_Usage(%),GPU_Mem_Used_by_PID(MiB)
13:28:52,.*mri.*,2847990,0.5,0,0
13:28:52,.*mri.*,3188322,0,0,0
13:28:52,.*mri.*,3188335,0,0,0
13:28:52,.*mri.*,3188336,392,1.4,0
13:28:53,python3,836,0,0,0
13:28:53,python3,981,0,0,0
13:28:53,python3,2847990,0.5,0,0
13:28:53,.*mri.*,2847990,0.5,0,0
13:28:53,.*mri.*,3188322,0,0,0
13:28:53,.*mri.*,3188335,0,0,0
13:28:53,.*mri.*,3188336,395,1.4,0
13:28:55,python3,836,0,0,0
13:28:55,python3,981,0,0,0
13:28:55,python3,2847990,0.5,0,0
13:28:55,.*mri.*,2847990,0.5,0,0
13:28:55,.*mri.*,3188322,0,0,0
13:28:55,.*mri.*,3188335,0,0,0
13:28:55,.*mri.*,3188336,389,1.4,0
13:28:56,python3,836,0,0,0
13:28:56,python3,981,0,0,0
13:28:56,python3,2847990,0.5,0,0
13:28:56,.*mri.*,2847990,0.5,0,0
13:28:56,.*mri.*,3188322,0,0,0
13:28:56,.*mri.*,3188335,0,0,0
13:28:56,.*mri.*,3188336,393,1.4,0
13:28:58,python3,836,0,0,0
13:28:58,python3,981,0,0,0
13:28:58,python3,2847990,0.5,0,0
13:28:58,.*mri.*,2847990,0.5,0,0
13:28:58,.*mri.*,3188322,0,0,0
13:28:58,.*mri.*,3188335,0,0,0
13:28:58,.*mri.*,3188336,396,1.4,0
13:28:59,python3,836,0,0,0
13:28:59,python3,981,0,0,0
13:28:59,python3,2847990,0.5,0,0
13:28:59,.*mri.*,2847990,0.5,0,0
13:28:59,.*mri.*,3188322,0,0,0
13:28:59,.*mri.*,3188335,0,0,0
13:28:59,.*mri.*,3188336,386,1.4,0
13:29:00,python3,836,0,0,0
13:29:00,python3,981,0,0,0
13:29:00,python3,2847990,0.5,0,0
13:29:00,.*mri.*,2847990,0.5,0,0
13:29:00,.*mri.*,3188322,0,0,0
13:29:00,.*mri.*,3188335,0,0,0
13:29:00,.*mri.*,3188336,382,1.4,0
13:29:02,python3,836,0,0,0
13:29:02,python3,981,0,0,0
13:29:02,python3,2847990,0.5,0,0
13:29:02,.*mri.*,2847990,0.5,0,0
13:29:02,.*mri.*,3191779,0,0,0
13:29:02,.*mri.*,3191791,0,0,0
13:29:02,.*mri.*,3191792,101,0.2,0
13:29:03,python3,836,0,0,0
13:29:03,python3,981,0,0,0
13:29:03,python3,2847990,0.5,0,0
13:29:03,.*mri.*,2847990,0.5,0,0
13:29:03,.*mri.*,3191779,0,0,0
13:29:03,.*mri.*,3191791,0,0,0
13:29:03,.*mri.*,3191792,188,0.8,0
13:29:05,python3,836,0,0,0
13:29:05,python3,981,0,0,0
13:29:05,python3,2847990,0.5,0,0
13:29:05,.*mri.*,2847990,0.5,0,0
13:29:05,.*mri.*,3191779,0,0,0
13:29:05,.*mri.*,3191791,0,0,0
13:29:05,.*mri.*,3191792,266,1.4,0
13:29:06,python3,836,0,0,0
13:29:06,python3,981,0,0,0
13:29:06,python3,2847990,0.5,0,0
13:29:06,.*mri.*,2847990,0.5,0,0
13:29:06,.*mri.*,3191779,0,0,0
13:29:06,.*mri.*,3191791,0,0,0
13:29:06,.*mri.*,3191792,324,1.4,0
13:29:07,python3,836,0,0,0
13:29:07,python3,981,0,0,0
13:29:07,python3,2847990,0.5,0,0
13:29:07,.*mri.*,2847990,0.5,0,0
13:29:07,.*mri.*,3191779,0,0,0
13:29:07,.*mri.*,3191791,0,0,0
13:29:07,.*mri.*,3191792,377,1.4,0
13:29:09,python3,836,0,0,0
13:29:09,python3,981,0,0,0
13:29:09,python3,2847990,0.5,0,0
13:29:09,.*mri.*,2847990,0.5,0,0
13:29:09,.*mri.*,3191779,0,0,0
13:29:09,.*mri.*,3191791,0,0,0
13:29:09,.*mri.*,3191792,347,1.4,0
13:29:10,python3,836,0,0,0
13:29:10,python3,981,0,0,0
13:29:10,python3,2847990,0.5,0,0
13:29:10,.*mri.*,2847990,0.5,0,0
13:29:10,.*mri.*,3191779,0,0,0
13:29:10,.*mri.*,3191791,0,0,0
13:29:10,.*mri.*,3191792,366,1.4,0
13:29:11,python3,836,0,0,0
13:29:11,python3,981,0,0,0
13:29:11,python3,2847990,0.5,0,0
13:29:11,.*mri.*,2847990,0.5,0,0
13:29:11,.*mri.*,3191779,0,0,0
13:29:11,.*mri.*,3191791,0,0,0
13:29:11,.*mri.*,3191792,382,1.4,0
13:29:13,python3,836,0,0,0
13:29:13,python3,981,0,0,0
13:29:13,python3,2847990,0.5,0,0
13:29:13,.*mri.*,2847990,0.5,0,0
13:29:13,.*mri.*,3191779,0,0,0
13:29:13,.*mri.*,3191791,0,0,0
13:29:13,.*mri.*,3191792,395,1.4,0
13:29:14,python3,836,0,0,0
13:29:14,python3,981,0,0,0
13:29:14,python3,2847990,0.5,0,0
13:29:14,.*mri.*,2847990,0.5,0,0
13:29:14,.*mri.*,3191779,0,0,0
13:29:14,.*mri.*,3191791,0,0,0
13:29:14,.*mri.*,3191792,373,1.4,0
13:29:15,python3,836,0,0,0
